Mode,Frequency_THz,Q_Factor,Wavelength_nm
1,76.60238531620831,-121.17512812945522,3916.327132133351
2,84.96563073878404,502.9269665020472,3530.8394393294343
3,92.41146219844072,-1360.864781723125,3246.3505377264983
4,98.76739076442986,1251.554946299738,3037.439763044162
5,104.72734809650227,1971.7912999648604,2864.58127177594
6,110.34403186743904,4373.414617163078,2718.769605595006
7,115.8130281404503,-9183.955544482713,2590.3821428119472
8,121.17264492581859,-7633.526924182891,2475.8063190224066
9,126.43969854060404,12591.752686690164,2372.6725345177874
10,131.625237652919,-24806.228366145435,2279.198164041051
11,136.73732460102474,34909.72689693749,2193.987639259045
12,141.7191082909223,-51959.983816247564,2116.863446417947
13,146.56351561894303,44084.53759344644,2046.8941314152373
14,151.19534042704936,111693.88858984003,1984.1881314110196
15,155.5581850947969,354830.7355020766,1928.5388282023248
16,159.51476955401722,83199.19819274076,1880.703591515453
17,162.85953471305342,-1673568.5402571762,1842.0782088600342
18,165.49765283481716,64835.58259743745,1812.7145301536652
19,168.20170677221964,7468.624616656771,1783.572864728792
20,170.9706902019351,706.7434787046202,1754.6867223011568
21,209.60320520391082,131.15597949375973,1431.2758228489272
22,227.09063656378035,295.5456699707377,1321.0584308514299
23,240.80774549082886,1874.783098659519,1245.8071038725184
24,244.09179081757011,12502.6836457938,1229.0458396620747
25,253.76770243973263,184.5373892776539,1182.1835368164989
26,260.28009211799485,649.8207792670037,1152.6044791162844
27,264.09160741375746,162.5651387320434,1135.969457484441
28,267.3273945231979,-1778.245684237329,1122.2194438212239
29,268.81143534219973,526.6645966613992,1116.0239504621406
30,271.31086949524666,268.47379006082025,1105.742650702227
31,274.31612184953605,286.67301443283657,1093.6287593207944
32,277.22538876137224,-1230.4517091547261,1082.151967900139
33,279.28149619725116,117.57193059364145,1074.1850215100385
34,279.79158041278384,176.28465048303093,1072.2266894429138
35,287.7818568679768,134.8965354388289,1042.4562662323372
36,311.80948636642245,51.262751654206184,962.125955486343
37,314.40581802024326,820.8896121235929,954.1808160200277
38,328.15448689813115,445.75947436259264,914.2035595360575
