Mode,Frequency_THz,Q_Factor,Wavelength_nm
1,76.02303344779752,-343.97566524718667,3946.172447933165
2,89.13818001475074,850.885963163329,3365.5611989200975
3,99.81158068521061,2372.439094206912,3005.663250100716
4,109.24834093525226,5511.056128212174,2746.037124516149
5,118.15839210215205,8995.132765424043,2538.9648137784366
6,126.8326510899181,48409.65164666466,2365.321527398452
7,135.31164844726308,71166.39091409248,2217.1040220304703
8,143.44457911402506,-45076.99998046369,2091.4000504789237
9,151.1721774833812,42461.422289075264,1984.4921532137078
10,158.038666348536,450439.6383693087,1898.2696256015265
11,163.38859974961505,-227269.5340200346,1836.1134158670504
12,167.43268634895733,221736.60327514546,1791.7648372119559
13,172.04959912891098,-993.2236295815989,1743.683225761079
14,173.65733487832696,89.97498476429864,1727.540044364927
15,201.24923122220244,69.47998985512021,1490.6889242660773
16,229.86282749751066,421.7805147243283,1305.1262062076955
17,244.9618159892506,774.281301119318,1224.6806662029505
18,256.5805110951415,356.02766537126473,1169.2236433684486
19,260.8149106306052,112.0566104300181,1150.240986125571
20,268.08441768201453,474.74739059772,1119.0504938479557
21,271.0151922610804,346.99814348336605,1106.9490145445325
22,276.42608626707187,128.42829465471848,1085.2810747758153
23,282.5756751465794,878.8602494172316,1061.6625080852489
24,316.3995781577158,316.0387614215343,948.1681415215381
