Mode,Frequency_THz,Q_Factor,Wavelength_nm
1,80.57969245818816,69.76026303319155,3723.0223999138047
2,90.87098228899963,2407.8229122105854,3301.383923042686
3,99.50336849844986,6022.90514810508,3014.9733072069175
4,107.36197963977202,-9079.513743751872,2794.285286156047
5,114.83927731511844,-59277.91071899014,2612.3466379608208
6,122.1342070527315,-40169.12389817688,2456.3143057085954
7,129.2899546810398,-65172.919761524,2320.3658841099013
8,136.29434606866974,29233.250815078667,2201.118451743037
9,143.09296139271677,-124149.49695198845,2096.539180404925
10,149.56143138812385,55735.16954072157,2005.8647287312733
11,155.52195495796929,227634.7449265939,1928.9880974109203
12,160.6630487600351,39888640.682155,1867.261964187405
13,164.40534200698931,-163930.68166952019,1824.7582246277993
14,167.71893294130993,-18633.244610591617,1788.7068247982434
15,171.8297203891915,-207.57693514023197,1745.91449791401
16,193.6861923560393,-1471.7099123930623,1548.8971947392704
17,216.51918094266884,681.542457783199,1385.558538942726
18,239.652053647511,-22679.738821991097,1251.814851715191
19,240.45752387430696,76142.43138975932,1247.6215972215423
20,252.4400475097615,254.03031984919042,1188.4009805868834
21,259.82451718727503,176.3518801150805,1154.6254496982956
22,264.10512489818444,-1291.5719820765153,1135.9113160551256
23,267.64474187967363,464.80830797631444,1120.8888240923204
24,270.64112201372166,228.0634961853329,1108.4789989334652
25,275.64256506351614,92.4557170421219,1088.3660146279337
26,292.52455719651226,53.373214362162535,1025.55492391863
27,312.86645525249816,605.1981432521737,958.8755680371222
