Mode,Frequency_THz,Q_Factor,Wavelength_nm
1,69.9120834390749,-50.80533807488161,4291.103701142534
2,89.0362421806351,819.2920465607103,3369.4144390254646
3,102.7037983216331,19143.327822292627,2921.021470505919
4,114.83061249943633,31838.724109261213,2612.5437587600836
5,126.46963434827427,-176797.76799428434,2372.11091457618
6,137.74177205592503,227837.05682302115,2177.988532615915
7,148.37672972737707,337203.35195014434,2021.8803888669806
8,157.73004704596286,1262078.2465606325,1901.983836425151
9,164.2750408240598,199353.99127097946,1826.2056030855165
10,169.52666590961672,-22389.636732743613,1769.6331039740098
11,193.65393107733544,106.89281739213652,1549.155229284736
12,232.1216637412509,4230.472609514905,1292.4256838621232
13,245.04961230823477,763.6829056648844,1224.2418878943015
14,258.7445518940418,174.86581944521245,1159.4447025220945
15,266.07785320330186,349.3481393960362,1127.4895538591832
16,269.8585632720736,-1308.4742236338411,1111.6934603166087
17,273.1630771631755,74.62087393080898,1098.2450597479296
18,276.92931790347603,133.84135083292495,1083.3089189370887
